Titre,Lien,Date,Contenu
La Rédaction,https://realites.com.tn/fr/author/realites5201/,01-06-2014,"Les ménages prêtent à l’État   «Ne ratez pas l’opportunité de la Vie».  À première vue, cela ressemble au slogan d’une campagne publicitaire d’un produit commercial. En voyant les affiches…"
Dialogue économique national : Quel consensus pour les dossiers chauds ?,https://realites.com.tn/fr/dialogue-economique-national-quel-consensus-pour-les-dossiers-chauds/,26-05-2014,"Organisations nationales, partis politiques, société civile et gouvernement se réunissent actuellement sous forme de commissions pour débattre des principales problématiques du moment afin de parvenir à des consensus. L’échéance étant…"
Colloque sur l’énergie de l’Académie tunisienne des Sciences des Lettres et des Art,https://realites.com.tn/fr/colloque-sur-lenergie-de-lacademie-tunisienne-des-sciences-des-lettres-et-des-art/,26-05-2014,"Défis et opportunités pour la Tunisie L’Académie tunisienne des Sciences des Lettres et des Arts, « Beït al-Hikma », a été le 7 mai 2014, en présence du Pr. Hichem Djaït, Président…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-05-2014,"Par Ridha Lahmar     Le mode d’exploitation du fameux gisement de gaz de Naouara, appelé “Gaz du sud” est l’objet de polémiques, de meetings, de protestations et de revendications…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-05-2014,"100 jours pour un nouveau gouvernement, c’est assez long pour permettre de prendre des décisions et entreprendre des actions allant dans le sens du redressement économique d’un pays. Mais ce…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-05-2014,"S.E    Laura Baeza, ambassadeur, Chef de délégation de l’UE en Tunisie,  a tenu une conférence de presse jeudi dernier, 9 mai, à l’occasion de la Journée de…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-05-2014,"Par Afif Hendaoui Contrairement à ce que laissent entendre certaines institutions internationales et le discours dominant des «experts» tunisiens, un État ne peut pas faire faillite au sens du droit…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-05-2014,"Depuis la Révolution, ils souffrent le martyre mais en silence. Nul ne s’en préoccupe. Ils attendent la fin du calvaire, mais ne voient pas encore le bout du tunnel……"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,19-05-2014,"Parce qu’il a vu des Isuzu transportaient des femmes enceintes à l’hôpital de Sidi Bouzid (faute d’ambulances)  comme de la marchandise, qu’il a eu l’idée de créer une entreprise d’ambulances.…"
Cinq choses à savoir sur l’emprunt obligataire national,https://realites.com.tn/fr/cinq-choses-a-savoir-sur-lemprunt-obligataire-national/,13-05-2014,"L’emprunt obligataire national, amorcé hier, vise à générer 500 millions de dinars pour les caisses de l’Etat. S’étalant jusqu’au 13 juin 2014, cette opération devrait dissimuler les défaillances constatées dans…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,12-05-2014,La décision a été prise par le gouvernement le 2 mai en plein milieu du 11e  salon de la promotion immobilière : “Immobilier Expo 2014” et diffusée par les quotidiens du…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,12-05-2014,"L’article 204 du projet de loi relatif à l’amendement du code des assurances afin d’y ajouter un 7e chapitre portant sur l’assurance takaful, soulève une grande polémique dans la profession…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,12-05-2014,"Parce que la chaîne d’approvisionnement est un facteur de croissance de l’entreprise, General Electric s’engage à soutenir l’économie tunisienne en favorisant la croissance des petites et moyennes entreprises (PME) et…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,12-05-2014,"Le chef du gouvernement Mehdi Jomâa, a annoncé dans une récente interview que l’administration tunisienne fonctionnait au ralenti depuis trois ans. Le secteur privé n’a pas été épargné. Le nombre de…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,05-05-2014,Le ministre de l'Energie et…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,05-05-2014,Le débat organisé par la Délégation de la commission européenne en Tunisie avait pour thème “Maghreb-Europe : impératif d’une zone de libre-échange et défis sécuritaires”. Il a été présidé par M.…
La Rédaction,https://realites.com.tn/fr/author/realites5201/,28-04-2014,"Depuis trois ans, l’impolitesse progresse à une allure vertigineuse et l’économie régresse à toute vitesse. Bloqué par deux visions positionnées aux antipodes l’une de l’autre, le monde politique danse, longtemps, sur place."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,28-04-2014,"L’UBCI a organisé, le 16 avril, son séminaire annuel «Académie des marchés de produits» au cours duquel la banque a annoncé le lancement officiel d’un nouveau produit en Tunisie :…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,28-04-2014,"M. Khaled Sdiri, est un ancien cadre de la CNRPS, chercheur et enseignant au Centre de recherche et d’études sociales et à l’Institut national du travail et des études sociales."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,28-04-2014,"Le syndicat des pharmaciens d’officine de Tunisie a voté la semaine dernière la suspension de la convention sectorielle avec la CNAM. La raison de cette décision est en rapport avec plusieurs problèmes devenus chroniques. Les officinaux se plaignent depuis des années des retards de paiement des médicaments avancés aux malades, du manque de professionnalisme de la CNAM et de l’accueil peu courtois de la part des agents de la Caisse vis-à-vis des pharmaciens."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,21-04-2014,"Petit pays sans richesses fabuleuses pour le sous-sol mais doté de grandes ambitions légitimes en matière de niveau de vie, de qualité de ressources humaines et de régime démocratique, notre pays n’a pas eu d’autre choix jusqu’à présent que d’avoir un modèle de croissance économique tiré par les exportations."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,21-04-2014,"Après la Révolution du 17 décembre-14 janvier 2011, les élections organisées le 23 octobre 2011, ont débouché sur une majorité que l’opposition et la société civile n’ont pu convaincre qu’après une résistance héroïque et de grands sacrifices, que la légitimité électorale ne peut s’exonérer de la légitimité consensuelle obtenue par le dialogue national."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,21-04-2014,La cérémonie du lancement du Macan Porsche en Tunisie était à la hauteur de la marque.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,21-04-2014,"Les Tunisiens pensent désormais à des stratégies d’investissement en Afrique subsaharienne. MAEX exportateurs et Attijari Bank ont organisé le 11 février, à Tunis, une demi-journée d’information sur le potentiel dinvestissement, d’importation et d’exportation dans les Républiques du Congo et du Gabon."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,14-04-2014,"La transition politique, économique et sociale une fois mise en route, il est urgent de faire face aux défis auxquels est confronté le développement économique et social. Il s’agit de l’équilibre régional, de la relance de l’investissement, de la réforme de l’administration, de la restructuration du système bancaire et de la remise à niveau des secteurs d’activité mis à mal par les longues années de corruption et de malversation. Les réformes urgentes à engager nécessitent des délais de mise en œuvre plus ou moins longs et leur impact sur le développement n’est significatif qu’à moyen et long terme."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,14-04-2014,"L’union maghrébine des Auberges de Jeunesse a organisé dimanche soir, à l’hôtel Al Hambra à Hammamet, avec le soutien de l’Association libyenne des auberges, une conférence de presse sur la qualité, l’hygiène et l’environnement (HSE) dans les auberges."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,14-04-2014,"Au cours de sa visite officielle aux USA, la délégation conduite par le chef du gouvernement, M. Mehdi Jomâa, a tenu deux réunions de travail jeudi 3 avril avec les deux institutions financières internationales incontournables, le FMI et la Banque mondiale. Ces rencontres qui ont été jugées très positives ont permis de faire le point de la situation politique et économique de notre pays et d’élaborer de nouveaux projets de coopération avec les deux institutions financières."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,14-04-2014,"La Tunisie sera une plate-forme de lancement de jeunes créateurs de la mode dans la zone Euromed, a annoncé Samir Haouet, directeur général du Centre Technique du Textile (CETTEX), à l’occasion du Festival de la Mode 2014."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,07-04-2014,"Outre les deux préalables de base que sont la lutte contre le terrorisme-contrebande et la restauration de la confiance chez les investisseurs privés, il y a trois priorités bien connues et clairement identifiées pour assurer le décollage économique du pays."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,07-04-2014,"Lufthansa, la compagnie aérienne qui vous accompagne partout dans le monde à travers des services personnalisés basés sur la qualité et l’innovation, transporte chaque année plus de 100 millions de passagers."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,07-04-2014,"Sur un marché libre et équitable, la qualité de service et la communication sont incontournables pour rester compétitifs. Après avoir été deux concessionnaires proches de l’ancien régime qui contrôlaient le marché, aujourd’hui le libre marché de l’automobile en Tunisie change."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,07-04-2014,La compagnie tunisienne de navigation a organisé récemment un éductour à l’intention des agences de voyage qui coopèrent activement avec elle. Au cours de cet éductour la CTN fait le bilan de l’année 2013 et annonce son programme de transport relatif à 2014.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,07-04-2014,"Après la pluie, le beau temps et Stafim Peugeot renoue avec le succès. Les nouveaux investisseurs ont apporté vraisemblablement du sang neuf à l’entreprise."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,07-04-2014,"Dans sa 2e édition, le Marketing Business Meeting (MBM) se déroulera sur deux journées consécutives le 15 et le 16 Mai 2014 au LAKE FORUM – les Berges de lac II-Tunis. Ayant pour thème “le marketing digital :défis et enjeux”, Le Marketing Business Meeting est une rencontre annuelle organisée par l’Association tunisienne des professionnels du marketing et de communication à l’honneur des marketeurs, experts en communication, issus de tous les métiers."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,07-04-2014,"Depuis trois ans de navigation dans le flou, le ministère de l’Économie et des finances commence sérieusement à réfléchir sur le modèle de développement à adopter pour la Tunisie . Cela se fera par le biais d’une consultation nationale entre les différentes parties prenantes, qui démarrera en avril de cette année."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,07-04-2014,"Saisissant l’opportunité de son 65e anniversaire, M. Rabah Jerad, PDG de la Compagnie nationale, a organisé une conférence de presse pour annoncer les mesures décidées par le gouvernement en faveur du sauvetage de TUNISAIR ainsi que la relance sensible des activités enregistrée par le transport aérien."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,31-03-2014,"Après une brève évaluation de la situation économique du pays, Hakim Ben Hammouda, le nouveau ministre des Finances du gouvernement Jomâa, rappelle que la situation est difficile. Le déficit budgétaire a atteint 8,9%, soit 13 milliards de dinars. Avant que le gouvernement Jomâa ne se prononce sur les mesures à prendre, les partis politiques proposent des sorties de crise. Focus"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,31-03-2014,"Saisissant l’opportunité de son 40e anniversaire, la Banque de l’Habitat a organisé récemment à Tunis une journée de débat sur le financement de la promotion immobilière en Tunisie."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,26-03-2014,"Il a été question depuis des semaines d’élaborer et de conclure un pacte d’investissement d’un côté et un pacte social de l’autre. Le pacte d’investissement se passerait entre le gouvernement et le secteur privé, notamment l’UTICA, tandis que le pacte social serait à signer par les trois partenaires sociaux à savoir le gouvernement, l’UTICA et l’UGTT."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,24-03-2014,"L’évolution de la politique économique depuis l’Indépendance, le 20 mars 1956, jusqu’à la Révolution de la dignité du 17 décembre 2010-14 janvier 2011, constitue une illustration parfaite de l’acharnement des pouvoirs publics à vouloir réinventer l’économie chaque fois qu’ils sont confrontés à des difficultés politiques, économiques ou financières."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,24-03-2014,"Audi est progressive. Audi est sportive. Audi est sophistiquée. Ces trois valeurs font d’Audi une marque unique. Son noyau «Vorsprung durch Technik » est au cœur même de la marque,…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,24-03-2014,"Gouffre financier permanent et illimité pour les experts économiques et financiers, acquis stratégique national indéfectible pour les syndicalistes et les hommes de gauche qui les considèrent comme un rempart au déferlement d’un capitalisme sauvage, les entreprises publiques méritent l’intérêt des pouvoirs publics pour leur trouver des solutions durables."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-03-2014,"Notre modèle de développement, les budgets massifs de l’État, ainsi que notre système fiscal sont dominés par des déséquilibres, des contradictions et des paradoxes flagrants."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-03-2014,"La baisse de la production phosphatière contribue à la crise multisectorielle que traverse le pays depuis la Révolution. Cependant une certaine spécificité caractérise les différents domaines abordés par l’investigation. Ainsi, pour l’enjeu phosphatier, les antagonismes claniques interfèrent avec la revendication liée à l’emploi."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-03-2014,"Le tourisme vit-il sa propre révolution ? Une ministre dynamique et déterminée, des campagnes nationales dont l’impact s’est avéré international et une hôtellerie de luxe qui naît. Récemment ouvert dans la zone des Berges du Lac 2 avec ses 100 suites, « Le Corail Suites Hôtel » se voit comme un hôtel de luxe."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-03-2014,"Les automobilistes seront affrontés à une rude épreuve en 2014, il s’agit d’une nouvelle augmentation des prix des hydrocarbures."
UIB : un projet de recapitalisation rassurant,https://realites.com.tn/fr/uib-un-projet-de-recapitalisation-rassurant/,17-03-2014,Le management de l’UIB a publié en date du 7 mars un communiqué de presse relatif à une provision exceptionnelle sur les comptes 2013 et à un projet de recapitalisation de la banque.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-03-2014,"La Caisse générale de compensation est plus que jamais remise en cause par le gouvernement, les politiques et même par une partie de la population, principale bénéficiaire. En 2013, celle-ci a atteint 5514 Millions de dinars, soit 7% du PIB et 20% du budget de l’État contre, respectivement, 5% et 15% en 2012."
Phosphates et énergie : deux dossiers brûlants sur la sellette à l’ANC !,https://realites.com.tn/fr/phosphates-et-energie-deux-dossiers-brulants-sur-la-sellette-a-lanc/,17-03-2014,"Le dialogue qui s’est tenu lors de l’Assemblée générale de l’ANC la semaine dernière avec M. Kamel Ben Nasr, ministre de l’Industrie, n’a pas manqué de révélations importantes et de rebondissements à propos de deux secteurs vitaux de l’économie tunisienne."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,13-03-2014,Les importations circonstancielles de denrées de consommation alimentaires qui se multiplient ces derniers mois sont de vraies fausses solutions socioéconomiques pour notre pays.
Hakim Ben Hammouda rectifie le tir,https://realites.com.tn/fr/hakim-ben-hammouda-rectifie-le-tir/,13-03-2014,L’emploi et le développement régional d’abord L’investissement plutôt que la consommation Une croissance à 10% en 2015 Le tourisme et la réforme fiscale parmi les priorités Entretien conduit par Taïeb…
Filière laitière : les risques d’éclatement,https://realites.com.tn/fr/filiere-laitiere-les-risques-declatement/,13-03-2014,"Parmi les réussites de notre pays, figure en bonne place l’autosuffisance en lait et dérivés. Cependant, la pérennité de cette filière est aujourd’hui menacée par l’inadéquation croissante en qualité et en volume entre la production de lait par les éleveurs et la capacité de traitement des centrales industrielles, d’où les tristes spectacles de lait déversé dans la nature."
Mahgreb : pourquoi une zone de libre échange ?,https://realites.com.tn/fr/mahgreb-pourquoi-une-zone-de-libre-echange/,03-03-2014,"La création de l’Union du Maghreb arabe date de 25 ans, mais malgré les réunions et les promesses, peu de progrès ont été réalisés depuis le sommet constitutif de Marrakech."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,03-03-2014,"De tous temps, l’économie subit des crises. Ainsi pendant l’ère préindustrielle, l’augmentation de la production favorisait l’augmentation de la population ce qui entraînait l’augmentation des besoins alimentaires."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,03-03-2014,"A l’initiative de l’UTICA, une rencontre a eu lieu vendredi 21 février entre le Chef du gouvernement Mehdi Jomâa et un groupe d’hommes d’affaires et de chefs de groupes d’entreprises, parmi les plus importants dans le pays."
Relance économique : les trois clés de succès du gouvernement,https://realites.com.tn/fr/relance-economique-les-trois-cles-de-succes-du-gouvernement/,03-03-2014,Le gouvernement de Mehdi Jomâa bénéficie d’un effet d’annonce et d’un préjugé favorable à l’intérieur du pays et d’une embellie de l’image du pays à l’étranger suite à l’adoption de la Constitution et au départ de la Troïka.
British Council : une formation au service de l’emploi des jeunes,https://realites.com.tn/fr/british-council-une-formation-au-service-de-lemploi-des-jeunes/,03-03-2014,"La problématique du chômage et comment garantir l’employabilité des jeunes diplômés, n’est plus le souci des seuls Tunisiens, mais des Britanniques aussi."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,02-03-2014,"Dans son discours prononcé à l’occasion des journées Maghreb-Turquie de la culture et de l’économie organisées la semaine dernière, le Président Moncef Marzouki a annoncé que la Tunisie accordera les cinq libertés aux Maghrébins «dans peu de temps». Les cinq libertés sont la liberté de circulation, d’installation, de travail, de participation aux élections municipales et de financement."
Visite de John Kerry : les USA se porteront-ils garants sur le marché financier pour la Tunisie ?,https://realites.com.tn/fr/visite-de-john-kerry-les-usa-se-porteront-ils-garants-sur-le-marche-financier-pour-la-tunisie/,02-03-2014,"Après l’avoir invité à Washington par téléphone, voilà que Barak Obama, envoie son Secrétaire d’État John Kerry pour remettre officiellement l’invitation aux mains de Mehdi Jomâa. Mais John Kerry n’est pas venu uniquement pour remettre l’invitation mais aussi pour confirmer le soutien des USA à la Tunisie."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,24-02-2014,"Le 6 février dernier, M. Denis Akriche, PDG de Armatis-lc, a présidé dans la zone industrielle de la Charguia II la cérémonie d’inauguration du deuxième site de production de son entreprise implantée à Tunis."
Galerie,https://realites.com.tn/fr/category/galerie/,24-02-2014,"La principale préoccupation de l’homme depuis qu’il existe sur terre, a consisté à assurer sa survie en recherchant à satisfaire ses besoins alimentaires, de s’abriter et de se défendre."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,24-02-2014,La Bourse de Tunis a connu une baisse sensible de ses principaux indicateurs depuis le 14 janvier 2011 suite aux perturbations politiques et sociales et aux évènements sécuritaires.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,24-02-2014,"Le bilan de vingt ans après la mise en place des sociétés de mise en valeur et de développement agricole (SMVDA), renforce le maintien de ce concept fortement consolidant pour le secteur de l’agriculture."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,24-02-2014,"Dans le cadre du thème général portant sur le faible taux de croissance dans les pays du Moyen-Orient et de l’Afrique du Nord qui renforcent le recours aux réformes des structures économiques, la Banque mondiale (BM) a consacré une partie de son récent rapport à la Tunisie."
Remettre de l’ordre dans les circuits de distribution,https://realites.com.tn/fr/remettre-de-lordre-dans-les-circuits-de-distribution/,18-02-2014,"La hausse des prix constatée parmi les produits alimentaires, notamment les fruits, les légumes et les viandes, est due en bonne partie aux perturbations constatées dans les circuits de distribution des produits agricoles."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-02-2014,La question économique est au centre des préoccupations de tous les citoyens. Elle ne peut laisser personne indifférent.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-02-2014,"La Confédération nationale des entreprises citoyennes de Tunisie (CONECT) présidée par M. Tarek Cherif, a organisé récemment une réunion avec la presse pour présenter son programme d’activités pour 2014."
Relance économique: de la nécessité d’un plan Marshall,https://realites.com.tn/fr/relance-economique-de-la-necessite-dun-plan-marshall/,06-02-2014,"Le processus de transition politique en Tunisie ne peut pas réussir sans un puissant soutien économique et financier extérieur. En effet, la Révolution déclenchée le 14 janvier 2011 fondée sur…"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,27-01-2014,"Avec l’achèvement de l’année 2013 qui, sans être catastrophique, a été celle de l’incertitude et des doutes, c’est l’heure du bilan. Tandis que la saison des salons européens du tourisme vient de s’ouvrir, il est temps de s’interroger sur les contours et les perspectives d’avenir du tourisme tunisien à moyen terme."
Galerie,https://realites.com.tn/fr/category/galerie/,22-01-2014,"Le Bassin minier de Gafsa vit un affreux cauchemar depuis près de trois ans, celui de la désagrégation annoncée de la Compagnie des phosphates de Gafsa. En effet jusqu’ici la Compagnie avait assuré les salaires grâce aux réserves accumulées depuis des décennies, mais le spectre de la cessation de paiements menace de plus en plus. Pourquoi et comment la CPG en est-elle arrivée à une telle situation? Quelles sont les conséquences directes et indirectes de cette crise aiguë sur l’avenir de la région ? Qui est responsable de ce drame ? Y a-t-il malgré tout des perspectives prospères à cette crise aiguë ?"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,22-01-2014,"La première mesure que le nouveau chef du gouvernement Mehdi Jomâa prendra, sera probablement la révision de la loi de finances 2014. Cette révision prendra la forme d’une loi de finances complémentaire. Des mouvements de protestations organisés dans plusieurs gouvernorats contestant certaines dispositions de cette loi, étaient à l’origine de cette évolution."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-01-2014,"Face à la conjoncture du secteur du tourisme, l’innovation et la réactivité sont les meilleurs moyens de relancer le secteur et rétablir la confiance des touristes. Couleurs locales est un nouveau projet qui s’inscrit dans ce cadre."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-01-2014,"M. Adel Ayed, Directeur général de Monoprix, a fait récemment une communication financière au siège de la Bourse de Tunis, au cours de laquelle il a donné des précisions sur les activités et les résultats de la chaîne de supermarchés en 2013, son programme de développement pour les trois ans à venir à ainsi que l’introduction d’une nouvelle enseigne commerciale française en Tunisie. L’accent a été mis sur le développement de Monoprix en Libye et au Maroc."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-01-2014,"L’UIB a organisé récemment une brillante réception à l’intention de ses cadres et jeunes talents au cours de laquelle M. Alexandre Maymat, Directeur délégué Banque et Services financiers internationaux du Groupe Société Générale et président du Conseil d’administration de l’UIB, a présenté la stratégie du groupe en Afrique en présence de M. Kamel Néji, Directeur général de l’UIB."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,15-01-2014,"Les terres domaniales s’étendent sur 300.000 hectares et constituent un patrimoine national inaliénable qui découle de la nationalisation des terres accaparées par les colons. Elles sont gérées par l’Office des terres domaniales, sous la double tutelle du ministère de l’Agriculture et de celui des Domaines de l’État."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,30-12-2013,"Personne n’y croyait au lendemain de la Révolution! Mais lorsque les représentantes du French Institute, Alliance française de New York, sont venues à Tunis pour présenter leur projet, les bailleurs de fonds potentiels étaient à mille lieux de croire en cette initiative."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,30-12-2013,Il sera le 4e gouvernement de la transition. C’est beaucoup en trois ans depuis le déclenchement de la Révolution. Cette instabilité politique ne favorise en aucune façon la résolution des problèmes économiques et sociaux dont souffre notre pays. Elle est symptomatique de l’échec des deux gouvernements successifs de la Troïka dominée par le parti Ennahdha.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,23-12-2013,La Bourse de Tunis s’apprête à accueillir la plus grande opération de son histoire. Il s’agit du Groupe SAH connu sous la marque LILAS et spécialisé dans les produits hygiéniques.
Politique économique: Quel nouveau modèle de développement ?,https://realites.com.tn/fr/politique-economique-quel-nouveau-modele-de-developpement/,23-12-2013,"«La situation économique est particulièrement grave, car nous n’avons, ni État, ni institutions, ni administration», insiste nombre d’économistes et experts tunisiens. L’État des lieux de l’économie nationale frôle la catastrophe. Une sortie de crise est-elle possible ?"
Huile d’olive: Ce trésor encore mal exploité,https://realites.com.tn/fr/huile-dolive-ce-tresor-encore-mal-exploite/,17-12-2013,"L’or liquide de notre pays c’est l’huile d’olive dont les qualités gustatives et les vertus thérapeutiques sont mondialement reconnues. Cependant, la production de nos oliviers est irrégulière à cause de la sécheresse alors que nous commençons à peine à valoriser notre production d’huile sur le marché mondial par le conditionnement et la commercialisation, sous nos propres marques, de l’huile exportée sur les marchés extérieurs."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-12-2013,"Quand un groupe qui existe depuis plus de quarante ans sur le marché et réalise un chiffre d’affaires annuel de près de 200 millions de dinars a du mal à se financer, il faut se poser la question du rapport complexe banque-entreprise."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-12-2013,"Le problème du transport de voyageurs dans le Grand-Tunis est très complexe pour des raisons physiques et historiques, car il s’agit d’une question stratégique pour une agglomération en pleine expansion démographique qui compte 3 millions d’habitants et concentre 40% du potentiel industriel et économique du pays."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,05-12-2013,"Les trois gouvernements successifs de la transition n’ont pas pu ou su gérer la crise qui continue de sévir dans le bassin minier de Gafsa et à paralyser non seulement la Compagnie des phosphates, mais aussi le Groupe chimique dont les usines de transformation implantées à Gabès font partie intégrante et sont étroitement liées. En effet, les chiffres de production récemment cités par le PDG de la compagnie, M. Néjib Mrabet, sont dérisoires."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,05-12-2013,"Le processus de mise à niveau du secteur hôtelier a été entamé il y a quatre ans avec mise en place d’un comité de pilotage comprenant tous les acteurs du secteur, dont la FTH, l’administration de l’ONTT et le secteur bancaire. Plusieurs critères d’éligibilité au processus ont été fixés pour permettre aux hôtels de bénéficier des mesures incitatives dont le caractère sain de la situation financière de l’unité hôtelière en l’objet. Où en sommes-nous aujourd’hui ?"
Blanchiment d’argent en Tunisie: levier du terrorisme et de la contrebande,https://realites.com.tn/fr/blanchiment-dargent-en-tunisie-levier-du-terrorisme-et-de-la-contrebande/,05-12-2013,"Le nombre des milliardaires en Tunisie aurait cru de 16,2% entre 2011 et 2012. La Tunisie est classée à la 120e place mondiale en termes de « finances saines ». Y aurait-il un rapport entre les deux classements ? L’argent sale en serait-il à l’origine ?"
La Rédaction,https://realites.com.tn/fr/author/realites5201/,02-12-2013,"Faute d’avoir conçu et mis en œuvre un autre modèle de développement, notre politique de croissance reste malgré tout tirée par l’exportation de nos produits et services sur les marchés extérieurs."
Interview,https://realites.com.tn/fr/category/interview/,02-12-2013,"Alors que la tension politique est à son apogée, que les revendications sociales se multiplient et que notre pays vit en pleine morosité économique, l’annonce faite par Nidaa Tounes relative à la conception et à la mise au point d’un programme économique et social apporte un message d’espoir et d’optimisme, d’autant plus qu’il s’agit d’un projet qui semble cohérent, solide, ambitieux et crédible."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,29-11-2013,La problématique du chômage est particulièrement complexe à résoudre dans notre pays en raison de la nature des données entrant en ligne de compte et en l’absence d’une stratégie de croissance économique vigoureuse.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,28-11-2013,"BSB concessionnaire officiel de la marque Toyota en Tunisie, a fanchi une nouvelle ère de son histoire sur le marché de l’automobile en Tunisie."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,28-11-2013,"15% de Tunisiana ont été cédés à 556 millions de dinars dont seulement 120 millions sont venus renflouer la caisse de l’État. Le reste a été remboursé aux banques. Quant à l’acquéreur, Il s’agit de Qtel, principal actionnaire de Tunisiana, un investisseur dans les télécommunications, il expatriera 90% des dividendes du premier opérateur mobile en Tunisie en devises à l’étranger."
Galerie,https://realites.com.tn/fr/category/galerie/,28-11-2013,La classe moyenne a été perturbée par l’instabilité politique et sociale qui règne dans le pays depuis le déclenchement de la Révolution.
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-11-2013,"Un ensemble de choix, de décisions et de comportements récents ou actuels adoptés par le gouvernement de la Troïka et les partis politiques attirent l’attention des observateurs avertis."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-11-2013,"General Electric vient de s’engager pour le développement des investissements et de la croissance en Tunisie à travers l’entrepreneuriat, la création d’emplois et l’innovation. Un protocole d’accord vient d’être signé entre le ministère du Développement et de la coopération internationale et General Electric (GE)."
Quelle garantie pour le gaz de schiste ?,https://realites.com.tn/fr/quelle-garantie-pour-le-gaz-de-schiste/,17-11-2013,"La Tunisie flotterait sur un bassin pétrolier. La société pétrolière et gazière canadienne, Dualex International, qui devrait prospecter la région de Bouhajla, aurait évalué à un milliard de barils de pétrole les potentialités dans cette délégation. Suite à cette annonce, les actions de la compagnie, ont grimpé, jeudi 24 mars 2011, de 40% à la bourse de Toronto."
La Rédaction,https://realites.com.tn/fr/author/realites5201/,17-11-2013,"Aussitôt publiée, aussitôt critiquée, la Loi des finances 2014 suscite des interrogations et incite au débat. Mais selon Elyes Fakhfakh, cela ne servira à rien puisqu’aucune modification ne se fera sur le budget de 2014, sauf au niveau de l’ANC quand il sera débattu puis approuvé."
